,ID,Updated,Confirmed,Confirmed_Change,ISO3
2588,7158657,2020-04-08,8672,1175,RUS
2589,7158660,2020-04-09,10131,1459,RUS
2590,7158663,2020-04-10,11917,1786,RUS
2591,7158667,2020-04-11,13584,1667,RUS
2592,7158670,2020-04-12,15770,2186,RUS
2593,7158674,2020-04-13,18328,2558,RUS
2594,7158678,2020-04-14,21102,2774,RUS
2595,7158681,2020-04-15,24490,3388,RUS
2596,7158685,2020-04-16,27938,3448,RUS
2597,7158688,2020-04-17,32008,4070,RUS
2598,7158692,2020-04-18,36793,4785,RUS
2599,7158695,2020-04-19,42853,6060,RUS
2600,7158699,2020-04-20,47121,4268,RUS
2601,7158703,2020-04-21,52763,5642,RUS
2602,7158707,2020-04-22,57999,5236,RUS
2603,7197968,2020-04-23,62773,4774,RUS
2604,7839327,2020-04-24,68622,5849,RUS
2605,8169209,2020-04-25,74588,5966,RUS
2606,8637154,2020-04-26,80949,6361,RUS
2607,9060066,2020-04-27,87147,6198,RUS
2608,9437828,2020-04-28,93558,6411,RUS
2609,9437830,2020-04-29,99399,5841,RUS
2610,9437832,2020-04-30,106498,7099,RUS
2611,9437834,2020-05-01,114431,7933,RUS
2612,9437837,2020-05-02,124054,9623,RUS
2613,9437839,2020-05-03,134687,10633,RUS
2614,12625028,2020-05-04,145268,10581,RUS
2615,12828693,2020-05-05,155370,10102,RUS
2616,13306023,2020-05-06,165929,10559,RUS
2617,13763042,2020-05-07,177160,11231,RUS
2618,14204346,2020-05-08,187859,10699,RUS
2619,14632070,2020-05-09,198676,10817,RUS
2620,15056074,2020-05-10,209688,11012,RUS
2621,15469591,2020-05-11,221344,11656,RUS
2622,15900285,2020-05-12,232243,10899,RUS
2623,16323275,2020-05-13,242271,10028,RUS
2624,16767698,2020-05-14,252245,9974,RUS
2625,17185236,2020-05-15,262843,10598,RUS
2626,17583510,2020-05-16,272043,9200,RUS
2627,17992883,2020-05-17,281752,9709,RUS
2628,18423922,2020-05-18,290678,8926,RUS
2629,18802834,2020-05-19,299941,9263,RUS
2630,19185342,2020-05-20,308705,8764,RUS
2631,19696547,2020-05-21,317554,8849,RUS
2632,20313660,2020-05-22,326448,8894,RUS
2633,20860454,2020-05-23,335882,9434,RUS
2634,21629293,2020-05-24,344481,8599,RUS
2635,22072358,2020-05-25,353427,8946,RUS
2636,22501704,2020-05-26,362342,8915,RUS
2637,23086753,2020-05-27,370680,8338,RUS
2638,23621007,2020-05-28,379051,8371,RUS
2639,24159288,2020-05-29,387623,8572,RUS
2640,24693656,2020-05-30,396575,8952,RUS
2641,25234149,2020-05-31,405843,9268,RUS
2642,25755075,2020-06-01,414878,9035,RUS
2643,26561110,2020-06-02,423741,8863,RUS
2644,26818684,2020-06-03,432277,8536,RUS
2645,27384469,2020-06-04,441108,8831,RUS
2646,27939755,2020-06-05,449834,8726,RUS
2647,28506583,2020-06-06,458689,8855,RUS
2648,29034862,2020-06-07,467673,8984,RUS
2649,29603320,2020-06-08,476658,8985,RUS
2650,30034578,2020-06-09,485253,8595,RUS
2651,30861214,2020-06-10,493657,8404,RUS
2652,31454546,2020-06-11,502436,8779,RUS
2653,31795525,2020-06-12,511423,8987,RUS
2654,32217324,2020-06-13,520129,8706,RUS
2655,32904075,2020-06-14,528964,8835,RUS
2656,33492062,2020-06-15,537210,8246,RUS
2657,34278484,2020-06-16,545458,8248,RUS
2658,34624974,2020-06-17,553301,7843,RUS
2659,35137620,2020-06-18,561091,7790,RUS
2660,35717770,2020-06-19,569063,7972,RUS
2661,36283817,2020-06-20,576952,7889,RUS
2662,36892233,2020-06-21,584680,7728,RUS
2663,37518193,2020-06-22,592280,7600,RUS
2664,38133380,2020-06-23,599705,7425,RUS
2665,38738829,2020-06-24,606881,7176,RUS
2666,39156382,2020-06-25,613994,7113,RUS
2667,39156383,2020-06-26,620794,6800,RUS
2668,39156384,2020-06-27,627646,6852,RUS
2669,39156385,2020-06-28,634437,6791,RUS
2670,40341078,2020-06-29,641156,6719,RUS
2671,40552544,2020-06-30,647849,6693,RUS
2672,40923284,2020-07-01,654405,6556,RUS
2673,41286828,2020-07-02,661165,6760,RUS
2674,41596454,2020-07-03,667883,6718,RUS
2675,41930881,2020-07-04,674515,6632,RUS
2676,42226722,2020-07-05,681251,6736,RUS
2677,42529047,2020-07-06,687862,6611,RUS
2678,42836112,2020-07-07,694230,6368,RUS
2679,43209576,2020-07-08,700792,6562,RUS
2680,43605270,2020-07-09,707301,6509,RUS
2681,44122208,2020-07-10,713936,6635,RUS
2682,44369197,2020-07-11,720547,6611,RUS
2683,44715844,2020-07-12,727162,6615,RUS
2684,45049720,2020-07-13,733699,6537,RUS
2685,45385457,2020-07-14,739947,6248,RUS
2686,45712202,2020-07-15,746369,6422,RUS
2687,46055514,2020-07-16,752797,6428,RUS
2688,46358910,2020-07-17,759203,6406,RUS
2689,46667396,2020-07-18,765437,6234,RUS
2690,47013761,2020-07-19,771546,6109,RUS
2691,47350523,2020-07-20,777486,5940,RUS
2692,47675024,2020-07-21,783328,5842,RUS
2693,48007111,2020-07-22,789190,5862,RUS
2694,48328143,2020-07-23,795038,5848,RUS
2695,48654553,2020-07-24,800849,5811,RUS
2696,48974321,2020-07-25,806720,5871,RUS
2697,49282937,2020-07-26,812485,5765,RUS
2698,49588258,2020-07-27,818120,5635,RUS
2699,49906964,2020-07-28,823515,5395,RUS
2700,50212316,2020-07-29,828990,5475,RUS
2701,50517235,2020-07-30,834499,5509,RUS
2702,50849766,2020-07-31,839981,5482,RUS
2703,51203384,2020-08-01,845443,5462,RUS
2704,51510126,2020-08-02,850870,5427,RUS
2705,51811708,2020-08-03,856264,5394,RUS
2706,52142740,2020-08-04,861423,5159,RUS
2707,52468038,2020-08-05,866627,5204,RUS
2708,52793650,2020-08-06,871894,5267,RUS
2709,53096594,2020-08-07,877135,5241,RUS
2710,53411450,2020-08-08,882347,5212,RUS
2711,53748911,2020-08-09,887536,5189,RUS
2712,54070096,2020-08-10,892654,5118,RUS
2713,54405396,2020-08-11,897599,4945,RUS
2714,54739809,2020-08-12,902701,5102,RUS
2715,55061400,2020-08-13,907758,5057,RUS
2716,55382420,2020-08-14,912823,5065,RUS
2717,55702344,2020-08-15,917884,5061,RUS
2718,56030393,2020-08-16,922853,4969,RUS
2719,56373700,2020-08-17,927745,4892,RUS
2720,56693103,2020-08-18,932493,4748,RUS
2721,57005766,2020-08-19,937321,4828,RUS
2722,57005767,2020-08-20,942106,4785,RUS
2723,57848211,2020-08-21,946976,4870,RUS
2724,57999718,2020-08-22,951897,4921,RUS
2725,58308772,2020-08-23,956749,4852,RUS
2726,58601658,2020-08-24,961493,4744,RUS
2727,58896579,2020-08-25,966189,4696,RUS
2728,59170411,2020-08-26,970865,4676,RUS
2729,59445342,2020-08-27,975576,4711,RUS
2730,59754521,2020-08-28,980405,4829,RUS
2731,60098812,2020-08-29,985346,4941,RUS
2732,60431887,2020-08-30,990326,4980,RUS
2733,60764497,2020-08-31,995319,4993,RUS
2734,61079177,2020-09-01,1000048,4729,RUS
2735,61387969,2020-09-02,1005000,4952,RUS
2736,61669305,2020-09-03,1009995,4995,RUS
2737,61669310,2020-09-04,1015105,5110,RUS
2738,62050019,2020-09-05,1020310,5205,RUS
2739,62438165,2020-09-06,1025505,5195,RUS
2740,62823899,2020-09-07,1030690,5185,RUS
2741,63191693,2020-09-08,1035789,5099,RUS
2742,63500138,2020-09-09,1041007,5218,RUS
2743,63834978,2020-09-10,1046370,5363,RUS
2744,64198664,2020-09-11,1051874,5504,RUS
2745,64543749,2020-09-12,1057362,5488,RUS
2746,64941082,2020-09-13,1062811,5449,RUS
2747,65343693,2020-09-14,1068320,5509,RUS
2748,65736903,2020-09-15,1073849,5529,RUS
2749,66110131,2020-09-16,1079519,5670,RUS
2750,66497740,2020-09-17,1085281,5762,RUS
2751,66899423,2020-09-18,1091186,5905,RUS
2752,67312459,2020-09-19,1097251,6065,RUS
2753,67708121,2020-09-20,1103399,6148,RUS
2754,68059752,2020-09-21,1109595,6196,RUS
2755,68381200,2020-09-22,1115810,6215,RUS
2756,68762249,2020-09-23,1122241,6431,RUS
2757,69135408,2020-09-24,1128836,6595,RUS
2758,69545473,2020-09-25,1136048,7212,RUS
2759,69956311,2020-09-26,1143571,7523,RUS
2760,70345946,2020-09-27,1151438,7867,RUS
2761,70747972,2020-09-28,1159573,8135,RUS
2762,71129678,2020-09-29,1167805,8232,RUS
2763,71539343,2020-09-30,1176286,8481,RUS
2764,71952016,2020-10-01,1185231,8945,RUS
2765,72350926,2020-10-02,1194643,9412,RUS
2766,72751732,2020-10-03,1204502,9859,RUS
2767,73183697,2020-10-04,1215001,10499,RUS
2768,73586219,2020-10-05,1225889,10888,RUS
2769,73965613,2020-10-06,1237504,11615,RUS
2770,74331731,2020-10-07,1248619,11115,RUS
2771,74695292,2020-10-08,1260112,11493,RUS
2772,75038011,2020-10-09,1272238,12126,RUS
2773,75385578,2020-10-10,1285084,12846,RUS
2774,75725691,2020-10-11,1298718,13634,RUS
2775,76102170,2020-10-12,1312310,13592,RUS
2776,76454731,2020-10-13,1326178,13868,RUS
2777,76810378,2020-10-14,1340409,14231,RUS
2778,77116113,2020-10-15,1354163,13754,RUS
2779,77486292,2020-10-16,1369313,15150,RUS
2780,77849027,2020-10-17,1384235,14922,RUS
2781,78196149,2020-10-18,1399334,15099,RUS
2782,78533559,2020-10-19,1415316,15982,RUS
2783,78849710,2020-10-20,1431635,16319,RUS
2784,79159819,2020-10-21,1447335,15700,RUS
2785,79508761,2020-10-22,1463306,15971,RUS
2786,79877925,2020-10-23,1480646,17340,RUS
2787,80230361,2020-10-24,1497167,16521,RUS
2788,80571625,2020-10-25,1513877,16710,RUS
2789,80894056,2020-10-26,1531224,17347,RUS
2790,81175692,2020-10-27,1547774,16550,RUS
2791,81471689,2020-10-28,1563976,16202,RUS
2792,81802130,2020-10-29,1581693,17717,RUS
2793,82137315,2020-10-30,1599976,18283,RUS
2794,82474006,2020-10-31,1618116,18140,RUS
2795,82797457,2020-11-01,1636781,18665,RUS
2796,83101620,2020-11-02,1655038,18257,RUS
2797,83408380,2020-11-03,1673686,18648,RUS
2798,83680597,2020-11-04,1693454,19768,RUS
2799,84004197,2020-11-05,1712858,19404,RUS
2800,84358843,2020-11-06,1733440,20582,RUS
2801,84617797,2020-11-07,1753836,20396,RUS
2802,84954199,2020-11-08,1774334,20498,RUS
2803,85270305,2020-11-09,1796132,21798,RUS
2804,85572158,2020-11-10,1817109,20977,RUS
2805,85866644,2020-11-11,1836960,19851,RUS
2806,86192870,2020-11-12,1858568,21608,RUS
2807,86447098,2020-11-13,1880551,21983,RUS
2808,86838541,2020-11-14,1903253,22702,RUS
2809,87118873,2020-11-15,1925825,22572,RUS
2810,87439106,2020-11-16,1948603,22778,RUS
2811,87719218,2020-11-17,1971013,22410,RUS
2812,87994672,2020-11-18,1991998,20985,RUS
2813,88262742,2020-11-19,2015608,23610,RUS
2814,88526140,2020-11-20,2039926,24318,RUS
2815,88802845,2020-11-21,2064748,24822,RUS
2816,89086048,2020-11-22,2089329,24581,RUS
2817,89354815,2020-11-23,2114502,25173,RUS
2818,89599425,2020-11-24,2138828,24326,RUS
2819,89878162,2020-11-25,2162503,23675,RUS
2820,90129937,2020-11-26,2187990,25487,RUS
2821,90408366,2020-11-27,2215533,27543,RUS
2822,90790591,2020-11-28,2242633,27100,RUS
2823,91118413,2020-11-29,2269316,26683,RUS
2824,91472103,2020-11-30,2295654,26338,RUS
2825,91799197,2020-12-01,2322056,26402,RUS
2826,92155122,2020-12-02,2347401,25345,RUS
2827,92608600,2020-12-03,2375546,28145,RUS
2828,92993632,2020-12-04,2402949,27403,RUS
2829,93311590,2020-12-05,2431731,28782,RUS
2830,93636338,2020-12-06,2460770,29039,RUS
2831,93958701,2020-12-07,2488912,28142,RUS
2832,94358729,2020-12-08,2515009,26097,RUS
2833,94680339,2020-12-09,2541199,26190,RUS
2834,94980479,2020-12-10,2569126,27927,RUS
2835,95292807,2020-12-11,2597711,28585,RUS
2836,95651342,2020-12-12,2625848,28137,RUS
2837,95969458,2020-12-13,2653928,28080,RUS
2838,96330672,2020-12-14,2681256,27328,RUS
2839,96668905,2020-12-15,2707945,26689,RUS
2840,97000550,2020-12-16,2734454,26509,RUS
2841,97335994,2020-12-17,2762668,28214,RUS
2842,97680903,2020-12-18,2791220,28552,RUS
2843,98036559,2020-12-19,2819429,28209,RUS
2844,98389175,2020-12-20,2848377,28948,RUS
2845,98737709,2020-12-21,2877727,29350,RUS
2846,99116163,2020-12-22,2906503,28776,RUS
2847,99470862,2020-12-23,2933753,27250,RUS
2848,99857537,2020-12-24,2963688,29935,RUS
2849,100223088,2020-12-25,2992706,29018,RUS
2850,100623556,2020-12-26,3021964,29258,RUS
2851,100986741,2020-12-27,3050248,28284,RUS
2852,101352924,2020-12-28,3078035,27787,RUS
2853,101795838,2020-12-29,3105037,27002,RUS
2854,102187272,2020-12-30,3131550,26513,RUS
2855,102610305,2020-12-31,3159297,27747,RUS
2856,102972836,2021-01-01,3186336,27039,RUS
2857,103338766,2021-01-02,3212637,26301,RUS
2858,103690224,2021-01-03,3236787,24150,RUS
2859,104057412,2021-01-04,3260138,23351,RUS
2860,104390025,2021-01-05,3284384,24246,RUS
2861,104769709,2021-01-06,3308601,24217,RUS
2862,105135701,2021-01-07,3332142,23541,RUS
2863,105521282,2021-01-08,3355794,23652,RUS
2864,105897732,2021-01-09,3379103,23309,RUS
2865,106561178,2021-01-10,3401954,22851,RUS
2866,106809149,2021-01-11,3425269,23315,RUS
2867,107088614,2021-01-12,3448203,22934,RUS
2868,107448994,2021-01-13,3471053,22850,RUS
2869,107854140,2021-01-14,3495816,24763,RUS
2870,108191860,2021-01-15,3520531,24715,RUS
2871,108523961,2021-01-16,3544623,24092,RUS
2872,108852257,2021-01-17,3568209,23586,RUS
2873,109201089,2021-01-18,3591066,22857,RUS
2874,109520276,2021-01-19,3612800,21734,RUS
2875,109914040,2021-01-20,3633952,21152,RUS
2876,110420040,2021-01-21,3655839,21887,RUS
2877,110558109,2021-01-22,3677352,21513,RUS
2878,110906917,2021-01-23,3698273,20921,RUS
2879,111188595,2021-01-24,3719400,21127,RUS
2880,111495652,2021-01-25,3738690,19290,RUS
2881,111820827,2021-01-26,3756931,18241,RUS
2882,112135188,2021-01-27,3774672,17741,RUS
2883,112446212,2021-01-28,3793810,19138,RUS
2884,112765367,2021-01-29,3813048,19238,RUS
2885,113085681,2021-01-30,3832080,19032,RUS
2886,113375083,2021-01-31,3850439,18359,RUS
2887,113686590,2021-02-01,3868087,17648,RUS
2888,114019306,2021-02-02,3884730,16643,RUS
2889,114319729,2021-02-03,3901204,16474,RUS
2890,114636189,2021-02-04,3917918,16714,RUS
2891,114938652,2021-02-05,3934606,16688,RUS
2892,115255312,2021-02-06,3951233,16627,RUS
2893,115726859,2021-02-07,3967281,16048,RUS
2894,116366666,2021-02-08,3983197,15916,RUS
2895,117000300,2021-02-09,3998216,15019,RUS
2896,117600201,2021-02-10,4012710,14494,RUS
2897,118138700,2021-02-11,4027748,15038,RUS
2898,118445080,2021-02-12,4042837,15089,RUS
2899,118722344,2021-02-13,4057698,14861,RUS
2900,118886727,2021-02-14,4071883,14185,RUS
2901,119049096,2021-02-15,4086090,14207,RUS
2902,119223433,2021-02-16,4099323,13233,RUS
2903,119409227,2021-02-17,4112151,12828,RUS
2904,119574920,2021-02-18,4125598,13447,RUS
2905,119739087,2021-02-19,4139031,13433,RUS
2906,119922113,2021-02-20,4151984,12953,RUS
2907,120116389,2021-02-21,4164726,12742,RUS
2908,120281050,2021-02-22,4177330,12604,RUS
2909,120437183,2021-02-23,4189153,11823,RUS
2910,120596151,2021-02-24,4200902,11749,RUS
2911,120741173,2021-02-25,4212100,11198,RUS
2912,120913264,2021-02-26,4223186,11086,RUS
2913,121081648,2021-02-27,4234720,11534,RUS
2914,121255594,2021-02-28,4246079,11359,RUS
2915,121413171,2021-03-01,4257650,11571,RUS
2916,121555689,2021-03-02,4268215,10565,RUS
2917,121714194,2021-03-03,4278750,10535,RUS
2918,121871782,2021-03-04,4290135,11385,RUS
2919,122023935,2021-03-05,4301159,11024,RUS
2920,122165500,2021-03-06,4312181,11022,RUS
2921,122373383,2021-03-07,4322776,10595,RUS
2922,122652057,2021-03-08,4333029,10253,RUS
2923,122839143,2021-03-09,4342474,9445,RUS
2924,123034468,2021-03-10,4351553,9079,RUS
2925,123227224,2021-03-11,4360823,9270,RUS
2926,123413834,2021-03-12,4370617,9794,RUS
2927,123534509,2021-03-13,4380525,9908,RUS
2928,123654462,2021-03-14,4390608,10083,RUS
2929,123782812,2021-03-15,4400045,9437,RUS
2930,123912711,2021-03-16,4409438,9393,RUS
2931,123912715,2021-03-17,4418436,8998,RUS
2932,123912719,2021-03-18,4428239,9803,RUS
2933,123912722,2021-03-19,4437938,9699,RUS
2934,123912750,2021-03-20,4447570,9632,RUS
2935,123912753,2021-03-21,4456869,9299,RUS
2936,123912756,2021-03-22,4466153,9284,RUS
2937,124072965,2021-03-23,4474610,8457,RUS
2938,124091104,2021-03-24,4483471,8861,RUS
2939,124094247,2021-03-25,4483471,0,RUS
2940,339169,2020-01-21,1,0,KOR
2941,339170,2020-01-22,1,0,KOR
2942,339171,2020-01-23,1,0,KOR
2943,7164679,2020-01-24,2,1,KOR
2944,7164681,2020-01-25,2,0,KOR
2945,7164685,2020-01-26,3,1,KOR
2946,7164688,2020-01-27,4,1,KOR
2947,339176,2020-01-28,4,0,KOR
2948,339177,2020-01-29,4,0,KOR
2949,7164691,2020-01-30,6,2,KOR
2950,7164694,2020-01-31,11,5,KOR
2951,7164698,2020-02-01,12,1,KOR
2952,7164701,2020-02-02,15,3,KOR
2953,7164703,2020-02-03,15,0,KOR
2954,7164706,2020-02-04,16,1,KOR
2955,7164709,2020-02-05,19,3,KOR
2956,7164711,2020-02-06,23,4,KOR
2957,7164714,2020-02-07,24,1,KOR
2958,7164718,2020-02-08,24,0,KOR
2959,7164721,2020-02-09,27,3,KOR
2960,7164725,2020-02-10,27,0,KOR
2961,7164728,2020-02-11,28,1,KOR
2962,5469653,2020-02-12,28,0,KOR
2963,339192,2020-02-13,28,0,KOR
2964,339193,2020-02-14,28,0,KOR
2965,339194,2020-02-15,28,0,KOR
2966,7164731,2020-02-16,29,1,KOR
2967,7164735,2020-02-17,30,1,KOR
2968,7164737,2020-02-18,31,1,KOR
2969,7164741,2020-02-19,51,20,KOR
2970,7164744,2020-02-20,104,53,KOR
2971,7164746,2020-02-21,204,100,KOR
2972,7164749,2020-02-22,433,229,KOR
2973,7164751,2020-02-23,602,169,KOR
2974,7164755,2020-02-24,833,231,KOR
2975,7164758,2020-02-25,977,144,KOR
2976,7164761,2020-02-26,1261,284,KOR
2977,7164763,2020-02-27,1766,505,KOR
2978,7164766,2020-02-28,2337,571,KOR
2979,7164768,2020-02-29,3150,813,KOR
2980,7164771,2020-03-01,4212,1062,KOR
2981,7164774,2020-03-02,4812,600,KOR
2982,7164777,2020-03-03,5328,516,KOR
2983,7164779,2020-03-04,5766,438,KOR
2984,7164781,2020-03-05,6284,518,KOR
2985,7164784,2020-03-06,6767,483,KOR
2986,7164786,2020-03-07,7134,367,KOR
2987,7164789,2020-03-08,7382,248,KOR
2988,7164791,2020-03-09,7513,131,KOR
2989,7164793,2020-03-10,7755,242,KOR
2990,7164796,2020-03-11,7869,114,KOR
2991,7164798,2020-03-12,7979,110,KOR
2992,7164801,2020-03-13,8086,107,KOR
2993,7164804,2020-03-14,8162,76,KOR
2994,7164808,2020-03-15,8236,74,KOR
2995,7164811,2020-03-16,8320,84,KOR
2996,7164813,2020-03-17,8413,93,KOR
2997,7164816,2020-03-18,8565,152,KOR
2998,7164819,2020-03-19,8652,87,KOR
2999,7164821,2020-03-20,8799,147,KOR
3000,7164826,2020-03-21,8897,98,KOR
3001,7164827,2020-03-22,8961,64,KOR
3002,7164830,2020-03-23,9037,76,KOR
3003,7164832,2020-03-24,9137,100,KOR
3004,7164855,2020-03-25,9241,104,KOR
3005,7164858,2020-03-26,9332,91,KOR
3006,7164860,2020-03-27,9478,146,KOR
3007,7164863,2020-03-28,9583,105,KOR
3008,7164872,2020-03-29,9661,78,KOR
3009,7164878,2020-03-30,9786,125,KOR
3010,7164884,2020-03-31,9887,101,KOR
3011,7164891,2020-04-01,9976,89,KOR
3012,7164897,2020-04-02,10062,86,KOR
3013,7164907,2020-04-03,10156,94,KOR
3014,7164916,2020-04-04,10237,81,KOR
3015,7164924,2020-04-05,10284,47,KOR
3016,7164933,2020-04-06,10331,47,KOR
3017,7164940,2020-04-07,10384,53,KOR
3018,7164949,2020-04-08,10423,39,KOR
3019,7164956,2020-04-09,10450,27,KOR
3020,7164961,2020-04-10,10480,30,KOR
3021,7164968,2020-04-11,10512,32,KOR
3022,7164975,2020-04-12,10537,25,KOR
3023,7164984,2020-04-13,10564,27,KOR
3024,7164990,2020-04-14,10591,27,KOR
3025,7164996,2020-04-15,10613,22,KOR
3026,7164999,2020-04-16,10635,22,KOR
3027,7165006,2020-04-17,10653,18,KOR
3028,7165012,2020-04-18,10661,8,KOR
3029,7165017,2020-04-19,10674,13,KOR
3030,7165023,2020-04-20,10683,9,KOR
3031,7165030,2020-04-21,10694,11,KOR
3032,7165035,2020-04-22,10702,8,KOR
3033,7165041,2020-04-23,10708,6,KOR
3034,7891355,2020-04-24,10718,10,KOR
3035,8089332,2020-04-25,10728,10,KOR
3036,8682151,2020-04-26,10738,10,KOR
3037,8977901,2020-04-27,10752,14,KOR
3038,9433344,2020-04-28,10761,9,KOR
3039,9433345,2020-04-29,10765,4,KOR
3040,9433347,2020-04-30,10774,9,KOR
3041,9433348,2020-05-01,10780,6,KOR
3042,9433349,2020-05-02,10793,13,KOR
3043,9433350,2020-05-03,10801,8,KOR
3044,12625729,2020-05-04,10804,3,KOR
3045,12728524,2020-05-05,10806,2,KOR
3046,13189658,2020-05-06,10810,4,KOR
3047,13639483,2020-05-07,10822,12,KOR
3048,14088662,2020-05-08,10840,18,KOR
3049,14523085,2020-05-09,10874,34,KOR
3050,14951189,2020-05-10,10909,35,KOR
3051,15385491,2020-05-11,10936,27,KOR
3052,15795535,2020-05-12,10962,26,KOR
3053,16222105,2020-05-13,10991,29,KOR
3054,16672653,2020-05-14,11018,27,KOR
3055,17084594,2020-05-15,11037,19,KOR
3056,17485459,2020-05-16,11050,13,KOR
3057,17954954,2020-05-17,11065,15,KOR
3058,18313373,2020-05-18,11078,13,KOR
3059,18707084,2020-05-19,11110,32,KOR
3060,19092998,2020-05-20,11122,12,KOR
3061,19561772,2020-05-21,11142,20,KOR
3062,20666272,2020-05-22,11165,23,KOR
3063,20764543,2020-05-23,11190,25,KOR
3064,21314505,2020-05-24,11206,16,KOR
3065,21879626,2020-05-25,11225,19,KOR
3066,22359791,2020-05-26,11265,40,KOR
3067,22953285,2020-05-27,11344,79,KOR
3068,23488286,2020-05-28,11402,58,KOR
3069,24021161,2020-05-29,11441,39,KOR
3070,24555065,2020-05-30,11468,27,KOR
3071,25189912,2020-05-31,11503,35,KOR
3072,25594374,2020-06-01,11541,38,KOR
3073,26256120,2020-06-02,11590,49,KOR
3074,26964446,2020-06-03,11629,39,KOR
3075,27505029,2020-06-04,11668,39,KOR
3076,27795774,2020-06-05,11719,51,KOR
3077,28369148,2020-06-06,11776,57,KOR
3078,28909150,2020-06-07,11814,38,KOR
3079,29380067,2020-06-08,11852,38,KOR
3080,29892848,2020-06-09,11902,50,KOR
3081,30415467,2020-06-10,11947,45,KOR
3082,30892381,2020-06-11,12003,56,KOR
3083,31716441,2020-06-12,12051,48,KOR
3084,32282961,2020-06-13,12085,34,KOR
3085,32848959,2020-06-14,12121,36,KOR
3086,33276777,2020-06-15,12155,34,KOR
3087,34279491,2020-06-16,12198,43,KOR
3088,34496908,2020-06-17,12257,59,KOR
3089,34978427,2020-06-18,12306,49,KOR
3090,35580881,2020-06-19,12373,67,KOR
3091,36130586,2020-06-20,12421,48,KOR
3092,36735925,2020-06-21,12438,17,KOR
3093,37343151,2020-06-22,12484,46,KOR
3094,37971703,2020-06-23,12535,51,KOR
3095,38684000,2020-06-24,12563,28,KOR
3096,39070786,2020-06-25,12602,39,KOR
3097,39337242,2020-06-26,12653,51,KOR
3098,39337243,2020-06-27,12715,62,KOR
3099,39337244,2020-06-28,12757,42,KOR
3100,40243745,2020-06-29,12800,43,KOR
3101,40553128,2020-06-30,12850,50,KOR
3102,40802586,2020-07-01,12904,54,KOR
3103,41305310,2020-07-02,12967,63,KOR
3104,41607715,2020-07-03,13030,63,KOR
3105,41868121,2020-07-04,13091,61,KOR
3106,42150995,2020-07-05,13137,46,KOR
3107,42459933,2020-07-06,13181,44,KOR
3108,42757008,2020-07-07,13244,63,KOR
3109,43131247,2020-07-08,13293,49,KOR
3110,43513129,2020-07-09,13338,45,KOR
3111,44122829,2020-07-10,13373,35,KOR
3112,44285783,2020-07-11,13417,44,KOR
3113,44623336,2020-07-12,13479,62,KOR
3114,45041592,2020-07-13,13512,33,KOR
3115,45350501,2020-07-14,13551,39,KOR
3116,45634995,2020-07-15,13612,61,KOR
3117,46014535,2020-07-16,13672,60,KOR
3118,46283794,2020-07-17,13711,39,KOR
3119,46585897,2020-07-18,13745,34,KOR
3120,46930637,2020-07-19,13771,26,KOR
3121,47334355,2020-07-20,13816,45,KOR
3122,47587644,2020-07-21,13879,63,KOR
3123,47971059,2020-07-22,13938,59,KOR
3124,48273820,2020-07-23,13979,41,KOR
3125,48599271,2020-07-24,14092,113,KOR
3126,48890618,2020-07-25,14150,58,KOR
3127,49259547,2020-07-26,14175,25,KOR
3128,49570747,2020-07-27,14203,28,KOR
3129,49835949,2020-07-28,14251,48,KOR
3130,50144983,2020-07-29,14269,18,KOR
3131,50500721,2020-07-30,14305,36,KOR
3132,50751479,2020-07-31,14336,31,KOR
3133,51162010,2020-08-01,14366,30,KOR
3134,51461177,2020-08-02,14389,23,KOR
3135,51732191,2020-08-03,14423,34,KOR
3136,52085529,2020-08-04,14456,33,KOR
3137,52433335,2020-08-05,14499,43,KOR
3138,52712755,2020-08-06,14519,20,KOR
3139,53037195,2020-08-07,14562,43,KOR
3140,53337118,2020-08-08,14598,36,KOR
3141,53713285,2020-08-09,14626,28,KOR
3142,54031576,2020-08-10,14660,34,KOR
3143,54328940,2020-08-11,14714,54,KOR
3144,54656673,2020-08-12,14770,56,KOR
3145,55008692,2020-08-13,14873,103,KOR
3146,55333231,2020-08-14,15039,166,KOR
3147,55631685,2020-08-15,15318,279,KOR
3148,55986242,2020-08-16,15515,197,KOR
3149,56311972,2020-08-17,15761,246,KOR
3150,56624679,2020-08-18,16058,297,KOR
3151,56927858,2020-08-19,16346,288,KOR
3152,56927861,2020-08-20,16670,324,KOR
3153,57849443,2020-08-21,17002,332,KOR
3154,57978893,2020-08-22,17399,397,KOR
3155,58301562,2020-08-23,17665,266,KOR
3156,58560411,2020-08-24,17945,280,KOR
3157,58866665,2020-08-25,18265,320,KOR
3158,59093866,2020-08-26,18706,441,KOR
3159,59389076,2020-08-27,19077,371,KOR
3160,59817484,2020-08-28,19400,323,KOR
3161,60050008,2020-08-29,19699,299,KOR
3162,60383272,2020-08-30,19947,248,KOR
3163,60734253,2020-08-31,20182,235,KOR
3164,61028838,2020-09-01,20449,267,KOR
3165,61364038,2020-09-02,20644,195,KOR
3166,61622760,2020-09-03,20842,198,KOR
3167,61954411,2020-09-04,21010,168,KOR
3168,62000464,2020-09-05,21177,167,KOR
3169,62393735,2020-09-06,21296,119,KOR
3170,62767353,2020-09-07,21432,136,KOR
3171,63154326,2020-09-08,21588,156,KOR
3172,63489233,2020-09-09,21743,155,KOR
